0,000E+000
2,000E-001
4,000E-001
6,000E-001
8,000E-001
1,000E+000
1,000E-001
3,000E-001
5,000E-001
7,000E-001
9,000E-001
1,100E+000
2,000E-001
4,000E-001
6,000E-001
8,000E-001
1,000E+000
1,200E+000
3,000E-001
5,000E-001
7,000E-001
9,000E-001
1,100E+000
1,300E+000
4,000E-001
6,000E-001
8,000E-001
1,000E+000
1,200E+000
1,400E+000
5,000E-001
7,000E-001
9,000E-001
1,100E+000
1,300E+000
1,500E+000
6,000E-001
8,000E-001
1,000E+000
1,200E+000
1,400E+000
1,600E+000
7,000E-001
9,000E-001
1,100E+000
1,300E+000
1,500E+000
1,700E+000
8,000E-001
1,000E+000
1,200E+000
1,400E+000
1,600E+000
1,800E+000
9,000E-001
1,100E+000
1,300E+000
1,500E+000
1,700E+000
1,900E+000
1,000E+000
1,200E+000
1,400E+000
1,600E+000
1,800E+000
2,000E+000
