0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
-1,162E+000
-4,156E-001
0,000E+000
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
-1,162E+000
-4,156E-001
0,000E+000
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
-1,162E+000
-4,156E-001
0,000E+000
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
-1,162E+000
-4,156E-001
0,000E+000
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
-1,162E+000
-4,156E-001
0,000E+000
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
-1,162E+000
-4,156E-001
0,000E+000
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
-1,162E+000
-4,156E-001
0,000E+000
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
-1,162E+000
-4,156E-001
0,000E+000
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
-4,156E-001
3,378E-001
-4,156E-001
-1,162E+000
0,000E+000
3,378E-001
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
0,000E+000
